"","stat","locus","effect","df","Fvalue","pvalue"
"49","lme4QTL, binomial probit","CM084264_1_8098050.1","generation",2,1.201274705741,0.302407140522647
"50","lme4QTL, binomial probit","CM084264_1_8098050.1","treatment",2,0.582627091516017,0.559127317916556
"51","lme4QTL, binomial probit","CM084264_1_8098050.1","generation * treatment",3,2.94549195229837,0.0333839083733017
"52","lme4QTL, binomial probit","CM084264_1_8099092.1","generation",2,3.85597091079881,0.0223232908155136
"53","lme4QTL, binomial probit","CM084264_1_8099092.1","treatment",2,0.28574507948103,0.751680276284156
"54","lme4QTL, binomial probit","CM084264_1_8099092.1","generation * treatment",3,1.62303947720896,0.184303687736944
"55","lme4QTL, binomial probit","CM084264_1_8112660.1","generation",2,6.52392636932375,0.00170918562161242
"56","lme4QTL, binomial probit","CM084264_1_8112660.1","treatment",2,4.10293016490939,0.0175616434718542
"57","lme4QTL, binomial probit","CM084264_1_8112660.1","generation * treatment",3,3.80805360725631,0.0106405709406219
"58","lme4QTL, binomial probit","CM084264_1_8112672.1","generation",2,4.99210669512834,0.00742914242623564
"59","lme4QTL, binomial probit","CM084264_1_8112672.1","treatment",2,3.58501513868674,0.0290595004260258
"60","lme4QTL, binomial probit","CM084264_1_8112672.1","generation * treatment",3,1.34665072481083,0.259579188249971
"61","lme4QTL, binomial probit","CM084264_1_8112731.1","generation",2,0.489099539353797,0.613718494961456
"62","lme4QTL, binomial probit","CM084264_1_8112731.1","treatment",2,0.651288345063491,0.522187732133949
"63","lme4QTL, binomial probit","CM084264_1_8112731.1","generation * treatment",3,0.768502544700319,0.512524321427042
"64","lme4QTL, binomial probit","CM084264_1_12084151.1","generation",2,1.02697158594569,0.359479054842804
"65","lme4QTL, binomial probit","CM084264_1_12084151.1","treatment",2,0.896310520689752,0.409278651735075
"66","lme4QTL, binomial probit","CM084264_1_12084151.1","generation * treatment",3,1.18387854299971,0.316243737612093
"67","lme4QTL, binomial probit","CM084264_1_12084160.1","generation",2,0.524045827750547,0.592718877786926
"68","lme4QTL, binomial probit","CM084264_1_12084160.1","treatment",2,1.16814078376593,0.312505163556372
"69","lme4QTL, binomial probit","CM084264_1_12084160.1","generation * treatment",3,0.0329742736206287,0.991946765833352
"70","lme4QTL, binomial probit","CM084264_1_15064482.1","generation",2,1.49098796579765,0.226991086019119
"71","lme4QTL, binomial probit","CM084264_1_15064482.1","treatment",2,4.99501234008426,0.00740835236706749
"72","lme4QTL, binomial probit","CM084264_1_15064482.1","generation * treatment",3,1.7408885526511,0.158911616730794
"73","lme4QTL, binomial probit","CM084264_1_15073604.1","generation",2,1.22207313540538,0.296237104797925
"74","lme4QTL, binomial probit","CM084264_1_15073604.1","treatment",2,1.16770523443071,0.312640140946701
"75","lme4QTL, binomial probit","CM084264_1_15073604.1","generation * treatment",3,1.85611680721422,0.137325637543828
"76","lme4QTL, binomial probit","CM084264_1_26771521.1","generation",2,0.624299064312578,0.536405283744671
"77","lme4QTL, binomial probit","CM084264_1_26771521.1","treatment",2,0.105860274172465,0.899587509338871
"78","lme4QTL, binomial probit","CM084264_1_26771521.1","generation * treatment",3,0.442284995228009,0.722955631547809
"79","lme4QTL, binomial probit","CM084264_1_26771529.1","generation",2,1.81855110038964,0.164235192695631
"80","lme4QTL, binomial probit","CM084264_1_26771529.1","treatment",2,1.07989947842738,0.341086574878695
"81","lme4QTL, binomial probit","CM084264_1_26771529.1","generation * treatment",3,1.18217543884891,0.316891451382659
"82","lme4QTL, binomial probit","CM084264_1_26773648.1","generation",2,0.665705042260566,0.514749404425224
"83","lme4QTL, binomial probit","CM084264_1_26773648.1","treatment",2,0.219649380005854,0.802943006557821
"84","lme4QTL, binomial probit","CM084264_1_26773648.1","generation * treatment",3,0.33830226230269,0.797652307332818
"85","lme4QTL, binomial probit","CM084264_1_26773650.1","generation",2,1.54684471042942,0.214792661953154
"86","lme4QTL, binomial probit","CM084264_1_26773650.1","treatment",2,0.763491347248247,0.467036250317623
"87","lme4QTL, binomial probit","CM084264_1_26773650.1","generation * treatment",3,1.60194909720344,0.18923460318008
"88","lme4QTL, binomial probit","CM084264_1_26773675.1","generation",2,0.929673092417268,0.395937726657262
"89","lme4QTL, binomial probit","CM084264_1_26773675.1","treatment",2,0.621257878847586,0.538031588653653
"90","lme4QTL, binomial probit","CM084264_1_26773675.1","generation * treatment",3,1.59216855572795,0.191563224509574
"91","lme4QTL, binomial probit","CM084264_1_26773690.1","generation",2,3.38478971137564,0.0353235712824201
"92","lme4QTL, binomial probit","CM084264_1_26773690.1","treatment",2,5.56259848386862,0.00429007427663007
"93","lme4QTL, binomial probit","CM084264_1_26773690.1","generation * treatment",3,0.315847064049097,0.813920864525835
"94","lme4QTL, binomial probit","CM084264_1_26777912.1","generation",2,2.27848390123137,0.104398580992696
"95","lme4QTL, binomial probit","CM084264_1_26777912.1","treatment",2,0.233357901475959,0.792029066613932
"96","lme4QTL, binomial probit","CM084264_1_26777912.1","generation * treatment",3,1.92842009552626,0.125244843078948
"97","lme4QTL, binomial probit","CM084264_1_26777914.1","generation",2,0.481697758393764,0.61826162303804
"98","lme4QTL, binomial probit","CM084264_1_26777914.1","treatment",2,1.09119973228612,0.337284196564583
"99","lme4QTL, binomial probit","CM084264_1_26777914.1","generation * treatment",3,2.49499910468997,0.0602631114392322
"100","lme4QTL, binomial probit","CM084264_1_34291216.1","generation",2,1.72098233589731,0.180839582541956
"101","lme4QTL, binomial probit","CM084264_1_34291216.1","treatment",2,3.51814088287982,0.0310162623514197
"102","lme4QTL, binomial probit","CM084264_1_34291216.1","generation * treatment",3,2.96887281282864,0.0323710445684752
"103","lme4QTL, binomial probit","CM084264_1_34293009.1","generation",2,2.55170840756303,0.079820155848531
"104","lme4QTL, binomial probit","CM084264_1_34293009.1","treatment",2,0.457227543735046,0.633523714007391
"105","lme4QTL, binomial probit","CM084264_1_34293009.1","generation * treatment",3,1.71805419953503,0.163556703109416
"106","lme4QTL, binomial probit","CM084264_1_34293018.1","generation",2,0.542982051750843,0.581643816531156
"107","lme4QTL, binomial probit","CM084264_1_34293018.1","treatment",2,1.59647290967502,0.204509419434038
"108","lme4QTL, binomial probit","CM084264_1_34293018.1","generation * treatment",3,0.23141994620651,0.874461805183402
"109","lme4QTL, binomial probit","CM084264_1_34294396.1","generation",2,1.21232884842966,0.299111883717813
"110","lme4QTL, binomial probit","CM084264_1_34294396.1","treatment",2,2.35633909861712,0.0967054756203475
"111","lme4QTL, binomial probit","CM084264_1_34294396.1","generation * treatment",3,1.80682658185065,0.146192536956413
"112","lme4QTL, binomial probit","CM084264_1_34294397.1","generation",2,8.80292717757921,0.000197693740803119
"113","lme4QTL, binomial probit","CM084264_1_34294397.1","treatment",2,0.233366752982579,0.792022068047529
"114","lme4QTL, binomial probit","CM084264_1_34294397.1","generation * treatment",3,0.332292717833892,0.802006511603206
"115","lme4QTL, binomial probit","CM084264_1_34294402.1","generation",2,0.0294323739202492,0.970999643503452
"116","lme4QTL, binomial probit","CM084264_1_34294402.1","treatment",2,3.48393631469696,0.0320678737756026
"117","lme4QTL, binomial probit","CM084264_1_34294402.1","generation * treatment",3,0.75881466999381,0.518078205258087
"118","lme4QTL, binomial probit","CM084264_1_34294469.1","generation",2,0.187780842101792,0.828904072365804
"119","lme4QTL, binomial probit","CM084264_1_34294469.1","treatment",2,0.982354640355007,0.375757685611901
"120","lme4QTL, binomial probit","CM084264_1_34294469.1","generation * treatment",3,6.31803012484171,0.00037172580214433
"121","lme4QTL, binomial probit","CM084264_1_34294472.1","generation",2,1.04026125552174,0.354768992499146
"122","lme4QTL, binomial probit","CM084264_1_34294472.1","treatment",2,5.83381520220974,0.00330697043315485
"123","lme4QTL, binomial probit","CM084264_1_34294472.1","generation * treatment",3,0.858767854562478,0.462975936636415
"124","lme4QTL, binomial probit","CM084264_1_34294476.1","generation",2,0.647011438594158,0.524415168967538
"125","lme4QTL, binomial probit","CM084264_1_34294476.1","treatment",2,0.42552767556297,0.653860729424374
"126","lme4QTL, binomial probit","CM084264_1_34294476.1","generation * treatment",3,0.342870173696651,0.794343175105018
"127","lme4QTL, binomial probit","CM084264_1_34294660.1","generation",2,1.49808061940376,0.225404253286487
"128","lme4QTL, binomial probit","CM084264_1_34294660.1","treatment",2,4.6065533873078,0.0107808891891054
"129","lme4QTL, binomial probit","CM084264_1_34294660.1","generation * treatment",3,0.730245233100756,0.534722048910531
"130","lme4QTL, binomial probit","CM084264_1_34300042.1","generation",2,0.761441410539988,0.467989258908284
"131","lme4QTL, binomial probit","CM084264_1_34300042.1","treatment",2,0.27214271511315,0.761953468410852
"132","lme4QTL, binomial probit","CM084264_1_34300042.1","generation * treatment",3,1.76238603689598,0.154653346870952
"133","lme4QTL, binomial probit","CM084264_1_34300372.1","generation",2,0.72390258245948,0.485791512451373
"134","lme4QTL, binomial probit","CM084264_1_34300372.1","treatment",2,1.5399851777976,0.216254397052641
"135","lme4QTL, binomial probit","CM084264_1_34300372.1","generation * treatment",3,1.15908683688788,0.325790006236445
"136","lme4QTL, binomial probit","CM084264_1_34300494.1","generation",2,0.641968869133312,0.527053666014089
"137","lme4QTL, binomial probit","CM084264_1_34300494.1","treatment",2,0.0272572477338105,0.973113546223887
"138","lme4QTL, binomial probit","CM084264_1_34300494.1","generation * treatment",3,2.52616680905632,0.0578622412993164
"139","lme4QTL, binomial probit","CM084264_1_34301153.1","generation",2,5.19682149056215,0.00609893079588042
"140","lme4QTL, binomial probit","CM084264_1_34301153.1","treatment",2,0.350627304593211,0.70456517862537
"141","lme4QTL, binomial probit","CM084264_1_34301153.1","generation * treatment",3,1.54910913127313,0.202139224103481
"142","lme4QTL, binomial probit","CM084264_1_34301159.1","generation",2,1.79127235099532,0.168716478640391
"143","lme4QTL, binomial probit","CM084264_1_34301159.1","treatment",2,2.20155778440218,0.112605569579386
"144","lme4QTL, binomial probit","CM084264_1_34301159.1","generation * treatment",3,0.141333500891384,0.935146747629647
"145","lme4QTL, binomial probit","CM084264_1_34301190.1","generation",2,3.65082264828306,0.0272553369914692
"146","lme4QTL, binomial probit","CM084264_1_34301190.1","treatment",2,1.35098353940536,0.260723954073612
"147","lme4QTL, binomial probit","CM084264_1_34301190.1","generation * treatment",3,0.986185034949045,0.399721974133389
"148","lme4QTL, binomial probit","CM084264_1_34301201.1","generation",2,0.268878470380571,0.764439763131352
"149","lme4QTL, binomial probit","CM084264_1_34301201.1","treatment",2,0.758315786909633,0.46944612278482
"150","lme4QTL, binomial probit","CM084264_1_34301201.1","generation * treatment",3,1.31602483688954,0.269477236068077
"151","lme4QTL, binomial probit","CM084264_1_34301630.1","generation",2,0.341599142412945,0.710938554306319
"152","lme4QTL, binomial probit","CM084264_1_34301630.1","treatment",2,0.274992643649611,0.759789409771163
"153","lme4QTL, binomial probit","CM084264_1_34301630.1","generation * treatment",3,0.771711742411741,0.510694623935225
"154","lme4QTL, binomial probit","CM084264_1_48147317.1","generation",2,0.846264729693325,0.430144960335658
"155","lme4QTL, binomial probit","CM084264_1_48147317.1","treatment",2,0.0540161557297394,0.947426997958597
"156","lme4QTL, binomial probit","CM084264_1_48147317.1","generation * treatment",3,1.9825719148522,0.116872333729013
"157","lme4QTL, binomial probit","CM084264_1_61167131.1","generation",2,0.663319386323725,0.515972878116606
"158","lme4QTL, binomial probit","CM084264_1_61167131.1","treatment",2,4.25745232236552,0.0151169913739373
"159","lme4QTL, binomial probit","CM084264_1_61167131.1","generation * treatment",3,0.529713452289805,0.662246360985952
"160","lme4QTL, binomial probit","CM084264_1_61167140.1","generation",2,0.677665202452493,0.508659596559429
"161","lme4QTL, binomial probit","CM084264_1_61167140.1","treatment",2,0.573467821688949,0.564250086740459
"162","lme4QTL, binomial probit","CM084264_1_61167140.1","generation * treatment",3,2.94605823719619,0.0333590114477964
"163","lme4QTL, binomial probit","CM084264_1_61167161.1","generation",2,0.214162091208613,0.80735401685789
"164","lme4QTL, binomial probit","CM084264_1_61167161.1","treatment",2,0.014213573931812,0.985887696931513
"165","lme4QTL, binomial probit","CM084264_1_61167161.1","generation * treatment",3,0.755891263829817,0.519763111405035
"166","lme4QTL, binomial probit","CM084264_1_61167189.1","generation",2,0.508200559580769,0.602149263705624
"167","lme4QTL, binomial probit","CM084264_1_61167189.1","treatment",2,2.13341982488671,0.12041647379668
"168","lme4QTL, binomial probit","CM084264_1_61167189.1","generation * treatment",3,3.23560077110054,0.0227583659926831
"169","lme4QTL, binomial probit","CM084264_1_61167194.1","generation",2,0.597264381859503,0.551037777883917
"170","lme4QTL, binomial probit","CM084264_1_61167194.1","treatment",2,0.855030859094537,0.426414052558826
"171","lme4QTL, binomial probit","CM084264_1_61167194.1","generation * treatment",3,1.66718672279194,0.174371945865864
"172","lme4QTL, binomial probit","CM084264_1_61167202.1","generation",2,1.10010014189945,0.334319415508323
"173","lme4QTL, binomial probit","CM084264_1_61167202.1","treatment",2,3.47938707664373,0.032210419464625
"174","lme4QTL, binomial probit","CM084264_1_61167202.1","generation * treatment",3,0.734785783690835,0.532050397919461
"175","lme4QTL, binomial probit","CM084264_1_61227544.1","generation",2,0.205060802514442,0.814724065439635
"176","lme4QTL, binomial probit","CM084264_1_61227544.1","treatment",2,2.47123566942989,0.0863824374602846
"177","lme4QTL, binomial probit","CM084264_1_61227544.1","generation * treatment",3,2.03908147738257,0.108710825734136
"178","lme4QTL, binomial probit","CM084264_1_64269859.1","generation",2,13.9857980189837,1.65761402451121e-06
"179","lme4QTL, binomial probit","CM084264_1_64269859.1","treatment",2,0.3566843912164,0.700321507397263
"180","lme4QTL, binomial probit","CM084264_1_64269859.1","generation * treatment",3,2.58423008584914,0.0536367775813976
"181","lme4QTL, binomial probit","CM084264_1_64269877.1","generation",2,0.269008309361774,0.76434071208051
"182","lme4QTL, binomial probit","CM084264_1_64269877.1","treatment",2,1.0116159185301,0.364999845754688
"183","lme4QTL, binomial probit","CM084264_1_64269877.1","generation * treatment",3,2.31350603788885,0.0763028364119935
"184","lme4QTL, binomial probit","CM084264_1_64487824.1","generation",2,2.52711997847159,0.0817701404018279
"185","lme4QTL, binomial probit","CM084264_1_64487824.1","treatment",2,2.50615988813131,0.0834702300999467
"186","lme4QTL, binomial probit","CM084264_1_64487824.1","generation * treatment",3,0.181849246672329,0.90867451495207
"187","lme4QTL, binomial probit","CM084264_1_64487839.1","generation",2,3.27694494947468,0.0392443627460768
"188","lme4QTL, binomial probit","CM084264_1_64487839.1","treatment",2,3.24825288800137,0.0403594376003756
"189","lme4QTL, binomial probit","CM084264_1_64487839.1","generation * treatment",3,2.06627766566455,0.104981701151662
"190","lme4QTL, binomial probit","CM084264_1_64489814.1","generation",2,4.32318102501423,0.0141839061084394
"191","lme4QTL, binomial probit","CM084264_1_64489814.1","treatment",2,6.97253874397197,0.00111481266819226
"192","lme4QTL, binomial probit","CM084264_1_64489814.1","generation * treatment",3,0.506259407359393,0.678277095059864
"193","lme4QTL, binomial probit","CM084264_1_64874049.1","generation",2,1.33389016257755,0.265174444261708
"194","lme4QTL, binomial probit","CM084264_1_64874049.1","treatment",2,9.74178008397239,8.21046428031051e-05
"195","lme4QTL, binomial probit","CM084264_1_64874049.1","generation * treatment",3,2.31568337356647,0.0760877354139203
"196","lme4QTL, binomial probit","CM084264_1_64875158.1","generation",2,0.208419289044229,0.811996569823647
"197","lme4QTL, binomial probit","CM084264_1_64875158.1","treatment",2,1.49659605577598,0.225735465980372
"198","lme4QTL, binomial probit","CM084264_1_64875158.1","generation * treatment",3,1.80253702347259,0.146989544534354
"199","lme4QTL, binomial probit","CM084264_1_66077502.1","generation",2,1.37064389647889,0.255698068161263
"200","lme4QTL, binomial probit","CM084264_1_66077502.1","treatment",2,0.817107146679022,0.442792816323484
"201","lme4QTL, binomial probit","CM084264_1_66077502.1","generation * treatment",3,1.14833403199193,0.330009683480466
"202","lme4QTL, binomial probit","CM084264_1_66439568.1","generation",2,1.68200937891104,0.187935720196698
"203","lme4QTL, binomial probit","CM084264_1_66439568.1","treatment",2,0.0199554348651546,0.98024379723729
"204","lme4QTL, binomial probit","CM084264_1_66439568.1","generation * treatment",3,0.326879855368902,0.805928551683895
"205","lme4QTL, binomial probit","CM084264_1_66439628.1","generation",2,1.65274426784107,0.193448119717616
"206","lme4QTL, binomial probit","CM084264_1_66439628.1","treatment",2,0.246345337677303,0.781827090288079
"207","lme4QTL, binomial probit","CM084264_1_66439628.1","generation * treatment",3,3.15310109731718,0.0253826887121242
"208","lme4QTL, binomial probit","CM084264_1_66439654.1","generation",2,0.680331517188881,0.507311900847571
"209","lme4QTL, binomial probit","CM084264_1_66439654.1","treatment",2,3.39436081421948,0.0349952718028791
"210","lme4QTL, binomial probit","CM084264_1_66439654.1","generation * treatment",3,3.28657706066054,0.0212729260338393
"211","lme4QTL, binomial probit","CM084264_1_66439662.1","generation",2,0.249025931468968,0.779737949581359
"212","lme4QTL, binomial probit","CM084264_1_66439662.1","treatment",2,3.01537014407711,0.0506757269387081
"213","lme4QTL, binomial probit","CM084264_1_66439662.1","generation * treatment",3,2.80663895533986,0.0400753064651729
"214","lme4QTL, binomial probit","CM084264_1_66522464.1","generation",2,2.4963462907812,0.0842784139410826
"215","lme4QTL, binomial probit","CM084264_1_66522464.1","treatment",2,0.287506627489675,0.750360111069989
"216","lme4QTL, binomial probit","CM084264_1_66522464.1","generation * treatment",3,0.949817200404792,0.416991160981153
"217","lme4QTL, binomial probit","CM084264_1_66522465.1","generation",2,0.544670275932628,0.580666618433095
"218","lme4QTL, binomial probit","CM084264_1_66522465.1","treatment",2,0.366597297450589,0.693431878328527
"219","lme4QTL, binomial probit","CM084264_1_66522465.1","generation * treatment",3,4.16806526501654,0.00658403132224859
"220","lme4QTL, binomial probit","CM084264_1_66525864.1","generation",2,0.215435398950558,0.8063282859317
"221","lme4QTL, binomial probit","CM084264_1_66525864.1","treatment",2,0.911774078940971,0.40303973431124
"222","lme4QTL, binomial probit","CM084264_1_66525864.1","generation * treatment",3,0.987008274930718,0.399338191707861
"223","lme4QTL, binomial probit","CM084264_1_66525874.1","generation",2,1.05208241533101,0.350631657047039
"224","lme4QTL, binomial probit","CM084264_1_66525874.1","treatment",2,0.706182290277993,0.494430609706514
"225","lme4QTL, binomial probit","CM084264_1_66525874.1","generation * treatment",3,0.214372739296275,0.886396601389693
"226","lme4QTL, binomial probit","CM084264_1_66525875.1","generation",2,0.108321476267332,0.897377909259142
"227","lme4QTL, binomial probit","CM084264_1_66525875.1","treatment",2,0.318459381431868,0.727540408912778
"228","lme4QTL, binomial probit","CM084264_1_66525875.1","generation * treatment",3,1.30240918563844,0.273987557530823
"229","lme4QTL, binomial probit","CM084264_1_66525951.1","generation",2,0.646755171125802,0.524548938035106
"230","lme4QTL, binomial probit","CM084264_1_66525951.1","treatment",2,0.675148165742116,0.50993514860455
"231","lme4QTL, binomial probit","CM084264_1_66525951.1","generation * treatment",3,2.12306538501383,0.0975894190708412
"232","lme4QTL, binomial probit","CM084264_1_66561935.1","generation",2,1.47170481317785,0.231362412982165
"233","lme4QTL, binomial probit","CM084264_1_66561935.1","treatment",2,1.70425891359379,0.183850888918333
"234","lme4QTL, binomial probit","CM084264_1_66561935.1","generation * treatment",3,0.498386111641652,0.683703310032315
"235","lme4QTL, binomial probit","CM084264_1_66561947.1","generation",2,1.02130227517709,0.361507466621647
"236","lme4QTL, binomial probit","CM084264_1_66561947.1","treatment",2,2.36745469912047,0.0956547027986469
"237","lme4QTL, binomial probit","CM084264_1_66561947.1","generation * treatment",3,1.69052363355558,0.169328587162391
"238","lme4QTL, binomial probit","CM084264_1_68634780.1","generation",2,0.694938169216048,0.499992502320718
"239","lme4QTL, binomial probit","CM084264_1_68634780.1","treatment",2,0.143978314870713,0.865972717071238
"240","lme4QTL, binomial probit","CM084264_1_68634780.1","generation * treatment",3,2.68614264820762,0.0469397210354168
"241","lme4QTL, binomial probit","CM084264_1_68634815.1","generation",2,0.409592038878236,0.664331357101479
"242","lme4QTL, binomial probit","CM084264_1_68634815.1","treatment",2,1.52308651310453,0.219898323855685
"243","lme4QTL, binomial probit","CM084264_1_68634815.1","generation * treatment",3,0.295762337449629,0.828450710825732
"244","lme4QTL, binomial probit","CM084264_1_68685021.1","generation",2,1.53127719781774,0.218124472916774
"245","lme4QTL, binomial probit","CM084264_1_68685021.1","treatment",2,0.793509089954257,0.45330292655502
"246","lme4QTL, binomial probit","CM084264_1_68685021.1","generation * treatment",3,0.293794590734381,0.829871949119138
"247","lme4QTL, binomial probit","CM084264_1_68688963.1","generation",2,3.63487302334814,0.0276819730385978
"248","lme4QTL, binomial probit","CM084264_1_68688963.1","treatment",2,0.424884161116878,0.654280316554409
"249","lme4QTL, binomial probit","CM084264_1_68688963.1","generation * treatment",3,1.04901449548861,0.37132424177533
"250","lme4QTL, binomial probit","CM084264_1_68688975.1","generation",2,3.14397573264005,0.0446877519021641
"251","lme4QTL, binomial probit","CM084264_1_68688975.1","treatment",2,0.449302133935406,0.638547725564091
"252","lme4QTL, binomial probit","CM084264_1_68688975.1","generation * treatment",3,0.199441381586946,0.896714943734699
"253","lme4QTL, binomial probit","CM084264_1_68688988.1","generation",2,0.308396476619362,0.734881472435466
"254","lme4QTL, binomial probit","CM084264_1_68688988.1","treatment",2,0.463335181794746,0.629679192339146
"255","lme4QTL, binomial probit","CM084264_1_68688988.1","generation * treatment",3,1.14723639818854,0.330443143272374
"256","lme4QTL, binomial probit","CM084264_1_68689030.1","generation",2,1.12278880267139,0.32687989164948
"257","lme4QTL, binomial probit","CM084264_1_68689030.1","treatment",2,0.603899940804155,0.547409467324394
"258","lme4QTL, binomial probit","CM084264_1_68689030.1","generation * treatment",3,0.40042107144478,0.752808636799946
"259","lme4QTL, binomial probit","CM084264_1_69271980.1","generation",2,2.22839657406965,0.109670899353652
"260","lme4QTL, binomial probit","CM084264_1_69271980.1","treatment",2,0.660684829705064,0.517327403682057
"261","lme4QTL, binomial probit","CM084264_1_69271980.1","generation * treatment",3,3.71358783054449,0.0120664580136726
"262","lme4QTL, binomial probit","CM084264_1_69287125.1","generation",2,0.240531657241697,0.786377422342861
"263","lme4QTL, binomial probit","CM084264_1_69287125.1","treatment",2,0.272969262238251,0.761325201392542
"264","lme4QTL, binomial probit","CM084264_1_69287125.1","generation * treatment",3,0.0385213120838829,0.989882314892302
"265","lme4QTL, binomial probit","CM084264_1_69294926.1","generation",2,3.01423942052137,0.0507318110367054
"266","lme4QTL, binomial probit","CM084264_1_69294926.1","treatment",2,0.0192453946575289,0.980939956166643
"267","lme4QTL, binomial probit","CM084264_1_69294926.1","generation * treatment",3,3.13304535467015,0.0260645952236686
"268","lme4QTL, binomial probit","CM084264_1_69298657.1","generation",2,2.86940162601453,0.0584582734909476
